Business Name,Address,City,Phone Number,Website,Category / Cuisine,Source,Confidence Score (Independent),LastName,Email
Morris National Inc,100 Jacob Keffer Pky Concord ON L4K 4W3,Guelph,(905) 879-7777,http://morrisnational.com/,,YellowPages.ca,1,Unknown961,Unknown961@gmail.com
Sweet Comfort,824 Sheppard Ave W North York ON M3H 2T2,Guelph,(416) 630-0811,http://www.facebook.com/1538382639798201,,YellowPages.ca,1,Unknown962,Unknown962@gmail.com
Gourmet Delight Co,3877 Jane St Toronto ON M3N 2K1,Guelph,(416) 633-3098,http://www.facebook.com/1061197797287033,,YellowPages.ca,1,Unknown963,Unknown963@gmail.com
Dessert Lady Cafe,7 Saint Thomas St Toronto ON M5S 2B7,Guelph,(416) 924-3223,http://www.dessertlady.ca/,,YellowPages.ca,1,Unknown964,Unknown964@gmail.com
Chocolart,2042 Sheppard Ave E Toronto ON M2J 5B3,Guelph,(647) 977-0835,http://chocolart.ca/,,YellowPages.ca,1,Unknown965,Unknown965@gmail.com
Chocolat De Kat,2480 Yonge St Toronto ON M4P 2H5,Guelph,(416) 303-8208,https://www.facebook.com/chocolatdekat/,,YellowPages.ca,1,Unknown966,Unknown966@gmail.com
Sugar Mountain Confectionery,2291 Yonge St Toronto ON M4P 2C6,Guelph,(416) 486-9321,http://www.sugarmountain.ca/,,YellowPages.ca,1,Unknown967,Unknown967@gmail.com
Candy Island,110 Walton St Toronto ON M5G 1Z2,Guelph,(905) 340-1398,,,YellowPages.ca,1,Unknown968,Unknown968@gmail.com
Sugar Mountain,130 King St W Toronto ON M5X 2A2,Guelph,(416) 364-1461,http://www.sweet-temptations.ca/,,YellowPages.ca,1,Unknown969,Unknown969@gmail.com
Dahso,15 St Clair Ave W Toronto ON M4V 1K6,Guelph,(416) 922-3000,,,YellowPages.ca,1,Unknown970,Unknown970@gmail.com
Tutti Fruitti TGH,200 Elizabeth St Toronto ON M5G 2C4,Guelph,(416) 260-5414,http://tuttifruitti.com/,,YellowPages.ca,1,Unknown971,Unknown971@gmail.com
Evermore Gourmet,700 University Av Toronto ON M5G 1Z5,Guelph,(416) 598-3143,,,YellowPages.ca,1,Unknown972,Unknown972@gmail.com
Scoop Shop by Sweet Sammies,808 Dundas St W Toronto ON M6J 1V3,Guelph,(416) 854-2949,http://www.scoopshop.ca/,,YellowPages.ca,1,Unknown973,Unknown973@gmail.com
Belly Treats Inc,200 Wellington St W Toronto ON M5V 3C7,Guelph,(416) 408-1764,https://www.facebook.com/pages/Belly-Treats/184735034903371,,YellowPages.ca,1,Unknown974,Unknown974@gmail.com
Short And Sweet Cupcakes,1945 Avenue Rd North York ON M5M 4A2,Guelph,(416) 519-6633,http://shortandsweetcupcakes.ca/,,YellowPages.ca,1,Unknown975,Unknown975@gmail.com
Candy Shop Test 2,420 Wellington St W Toronto ON M5V 1E3,Guelph,(416) 623-9330,https://www.facebook.com/Candy-Shop-Test-2-1839833002955856/,,YellowPages.ca,1,Unknown976,Unknown976@gmail.com
Candyland,619 King Street West Toronto ON M5V 1M5,Guelph,(647) 347-6400,,,YellowPages.ca,1,Unknown977,Unknown977@gmail.com
Tutti Fruitti,402 Bloor St W Toronto ON M5S 1X5,Guelph,(416) 929-1693,http://www.tfyogurt.com/,,YellowPages.ca,1,Unknown978,Unknown978@gmail.com
Tutty Fruiti,402 Bloor St W Toronto ON M5S 1X5,Guelph,(416) 929-4691,http://www.tuttifruttikensington.com/,,YellowPages.ca,1,Unknown979,Unknown979@gmail.com
Kookie Stix,511-10 Shallmar Blvd Toronto ON M5N 1J4,Guelph,(647) 968-7476,http://www.facebook.com/255597871154576,,YellowPages.ca,1,Unknown980,Unknown980@gmail.com
Pope Francis CES,15 av Secord Kleinburg ON L4H 3Z3,Guelph,(905) 893-8782,,,YellowPages.ca,1,Unknown981,Unknown981@gmail.com
Rheo Thompson Candies,55 Albert St Stratford ON N5A 3K2,Guelph,(519) 271-6910,http://rheothompson.com/,,YellowPages.ca,1,Unknown982,Unknown982@gmail.com
Candy Kreations,19 Morpeth Rd Brampton ON L6W 2Z3,Guelph,(905) 866-5858,http://www.facebook.com/131855643879032,,YellowPages.ca,1,Unknown983,Unknown983@gmail.com
The Sweet Paistry,Mississauga ON L5R 3A7,Guelph,(647) 382-8649,,,YellowPages.ca,1,Unknown984,Unknown984@gmail.com
Bernard Callebbaut,194 Lakeshore Rd E Oakville ON L6J 1H6,Guelph,(905) 339-2100,http://www.bernardcallebaut.com/,,YellowPages.ca,1,Unknown985,Unknown985@gmail.com
Brampton Sweet Factory,8 Strathearn Brampton ON L6T 4L9,Guelph,(905) 790-0333,,,YellowPages.ca,1,Unknown986,Unknown986@gmail.com
CR Kitchen Food Fair,3353 The Credit Woodlands Mississauga ON L5C 2K1,Guelph,(905) 275-1771,,,YellowPages.ca,1,Unknown987,Unknown987@gmail.com
Purdys Chocolatier,"999 Upper Wentworth St,Lime Ridge Mall Hamilton ON L9A 4X5",Guelph,(905) 385-3162,https://www.purdys.com/,,YellowPages.ca,1,Unknown988,Unknown988@gmail.com
Liz's Sweet Shop,711 Winterton Way Mississauga ON L5R 3H7,Guelph,(647) 991-7038,http://www.facebook.com/464175940434769,,YellowPages.ca,1,Unknown989,Unknown989@gmail.com
Sugar Mountain,25 Peel Centre Dr Brampton ON L6T 3R5,Guelph,(905) 793-2064,http://www.sugarmountain.ca/,,YellowPages.ca,1,Unknown990,Unknown990@gmail.com
Godiva,501-25 Peel Centre Dr Brampton ON L6T 3R5,Guelph,(905) 451-9722,http://www.godiva.com/,,YellowPages.ca,1,Unknown991,Unknown991@gmail.com
Simply Chocolates,54 Shepherd Rd Oakville ON L6K 2G5,Guelph,(905) 337-8792,,,YellowPages.ca,1,Unknown992,Unknown992@gmail.com
Oj,Mississauga ON,Guelph,(416) 222-5643,,,YellowPages.ca,1,Unknown993,Unknown993@gmail.com
A Chocolate Lab,511 Pinegrove Rd Oakville ON L6K 2C2,Guelph,(416) 529-9337,https://achocolatelab.com/,,YellowPages.ca,1,Unknown994,Unknown994@gmail.com
Candy Clouds,9 Peel St Brantford ON N3S 5L3,Guelph,(519) 761-1887,,,YellowPages.ca,1,Unknown995,Unknown995@gmail.com
The Chocolate Shop,114 Broadway Ave Orangeville ON L9W 1J9,Guelph,(519) 941-8968,,,YellowPages.ca,1,Unknown996,Unknown996@gmail.com
The Allan Candy Company,356 Emerald St N Hamilton ON L8L 8K6,Guelph,(905) 527-2250,http://www.facebook.com/219320275466286,,YellowPages.ca,1,Unknown997,Unknown997@gmail.com
The Candy Shop,314 Barton St E Hamilton ON L8L 2X5,Guelph,(905) 297-7941,http://www.facebook.com/229281691159421,,YellowPages.ca,1,Unknown998,Unknown998@gmail.com
Karma Candy,356 Emerald St N Hamilton ON L8L 8K6,Guelph,(905) 527-6222,http://www.karmacandy.ca/,,YellowPages.ca,1,Unknown999,Unknown999@gmail.com
AMICI'S RESTAURANT,690 Woolwich St Guelph ON N1H 3Z1,Guelph,(519) 821-2711,,,YellowPages.ca,1,Unknown1000,Unknown1000@gmail.com
Squish Candies,100 City Centre Dr Mississauga ON L5B 2C9,Guelph,(905) 277-0315,https://www.squishcandies.com/en_ca,,YellowPages.ca,1,Unknown1001,Unknown1001@gmail.com
Sugar King Factory,100 City Centre Dr Mississauga ON L5B 2C9,Guelph,(905) 232-0510,http://www.sugarkingfactory.ca/,,YellowPages.ca,1,Unknown1002,Unknown1002@gmail.com
Olvi Importing Ltd,460 Garyray Dr North York ON M9L 1P8,Guelph,(416) 749-5840,http://www.olvi.ca/,,YellowPages.ca,1,Unknown1003,Unknown1003@gmail.com
Cambridge Confections Co,3257 Lenworth Dr Mississauga ON L4X 2G6,Guelph,(905) 625-2994,https://www.facebook.com/pages/Cambridge-Confections-Co/126403058231834,,YellowPages.ca,1,Unknown1004,Unknown1004@gmail.com
Sweet Candy Creation,76 Saint Lucie Dr North York ON M9M 1T2,Guelph,(647) 204-5191,http://sweetcandycreation.com/,,YellowPages.ca,1,Unknown1005,Unknown1005@gmail.com
Olde Tyme Kettle Kitchen,617 Douro St Stratford ON N5A 0B5,Guelph,(519) 271-1190,http://oldetymegrocery.com/,,YellowPages.ca,1,Unknown1006,Unknown1006@gmail.com
BonBons & Brittle,11911 Cold Creek Rd Kleinburg ON L0J 1C0,Guelph,(905) 893-3337,http://www.bonbonsandbrittle.com/,,YellowPages.ca,1,Unknown1007,Unknown1007@gmail.com
The Sugar Shoppe,Vaughan ON L4H 1Z9,Guelph,(416) 420-7789,,,YellowPages.ca,1,Unknown1008,Unknown1008@gmail.com
Candy Floss Land,230 King St E Bolton ON L7E 3H8,Guelph,(905) 951-1695,,,YellowPages.ca,1,Unknown1009,Unknown1009@gmail.com
Sweets Canada,600-555 Burhamthorpe Rd Toronto ON M9C 2Y3,Guelph,(416) 492-3492,,,YellowPages.ca,1,Unknown1010,Unknown1010@gmail.com
Sugar Mountain,87-1250 South Service Rd Mississauga ON L5E 1V4,Guelph,(905) 990-2470,,,YellowPages.ca,1,Unknown1011,Unknown1011@gmail.com
Peak Chocolate,7255 Dooley Dr Mississauga ON L4T 2S7,Guelph,(416) 276-1756,https://www.facebook.com/Peak-Chocolate-459136270876365/,,YellowPages.ca,1,Unknown1012,Unknown1012@gmail.com
Across The Pond,128 Parkdale Ave N Hamilton ON L8H 5X2,Guelph,(905) 312-8617,http://www.facebook.com/pages/Across-the-Pond-British-Imports/153708484730561?sk=info&ref=page_internal,,YellowPages.ca,1,Unknown1013,Unknown1013@gmail.com
Em & Li Maple Shop,111-2325 Hurontario St Mississauga ON L5A 4C7,Guelph,(905) 444-4446,,,YellowPages.ca,1,Unknown1014,Unknown1014@gmail.com
La Bonita,109-1065 Pl Canadian Mississauga ON L4W 0C2,Guelph,(905) 232-0915,,,YellowPages.ca,1,Unknown1015,Unknown1015@gmail.com
Candy Bar,115 Hillcrest Ave Mississauga ON L5B 3Y9,Guelph,(647) 236-6171,http://www.facebook.com/127767138012608,,YellowPages.ca,1,Unknown1016,Unknown1016@gmail.com
Sweet Dreams By Aletta,"6-370 Rathburn Rd E, (Suite 7) Rathburn Road East Mississauga Ontario Mississauga ON L4Z 1H7",Guelph,(647) 998-1403,https://www.facebook.com/Sweet-Dreams-By-Aletta-922617307790013/,,YellowPages.ca,1,Unknown1017,Unknown1017@gmail.com
Laura Secord And Hallmark,950 Southdown Rd Mississauga ON L5J 2Y4,Guelph,(905) 403-8776,,,YellowPages.ca,1,Unknown1018,Unknown1018@gmail.com
The Treat Shoppe,17-7956 Torbram Rd Brampton ON L6T 5A2,Guelph,(905) 602-6266,http://www.treatshoppe.com/,,YellowPages.ca,1,Unknown1019,Unknown1019@gmail.com
Demers Chocolates,49 Rita Ave Hamilton ON L8W 1M4,Guelph,(289) 237-5468,http://www.facebook.com/330010480859165,,YellowPages.ca,1,Unknown1020,Unknown1020@gmail.com
Sweet Passion,3041 Finch Ave W Toronto ON M9M 0A4,Guelph,(647) 680-6460,https://www.facebook.com/Sweet-Passion-404828722925518/,,YellowPages.ca,1,Unknown1021,Unknown1021@gmail.com
Js'sweets,212-215 Gosford Blvd Toronto ON M3N 2W2,Guelph,(416) 665-3346,http://www.jsweets.ca/,,YellowPages.ca,1,Unknown1022,Unknown1022@gmail.com
Adore Confections,Shaughnessy Blvd Toronto ON M2J 1K7,Guelph,(416) 250-1932,https://www.facebook.com/Adore-Confections-107959453137982/,,YellowPages.ca,1,Unknown1023,Unknown1023@gmail.com
S'Wheat Dreams Bake Shop,77 Mill St E Acton ON L7J 1H5,Guelph,(519) 853-2352,,,YellowPages.ca,1,Unknown1024,Unknown1024@gmail.com
A & J'S BAKERY & RESTAURANT,26 Dickson St Cambridge ON N1R 1T4,Guelph,(519) 740-0836,,,YellowPages.ca,1,Unknown1025,Unknown1025@gmail.com
Sittler's Home Baking,Conestogo St Jacobs ON N0B 1N0,Guelph,(519) 664-2386,http://www.facebook.com/pages/Sittlers-Home-Baking-Conestogo/130279200325233,,YellowPages.ca,1,Unknown1026,Unknown1026@gmail.com
Norris Bakery,1-460 Frédérick St Kitchener ON N2H 2P5,Guelph,(519) 742-0564,http://www.norrisbakery.com/,,YellowPages.ca,1,Unknown1027,Unknown1027@gmail.com
Kim Do Bakery,Cambridge ON,Guelph,(519) 575-6688,,,YellowPages.ca,1,Unknown1028,Unknown1028@gmail.com
Cake Box,Cambridge ON,Guelph,(519) 579-6230,,,YellowPages.ca,1,Unknown1029,Unknown1029@gmail.com
Erma K Martin,12 Covered Bridge Dr West Montrose ON N0B 2V0,Guelph,(519) 669-4646,,,YellowPages.ca,1,Unknown1030,Unknown1030@gmail.com
Silva's Portuguese Bakery,45 McLaren Avenue Cambridge ON N1R 8K9,Guelph,(519) 622-7042,http://silvasportuguesebakery.com/,,YellowPages.ca,1,Unknown1031,Unknown1031@gmail.com
Rising Dough Bakery,927 King St E Cambridge ON N3H 3P4,Guelph,(519) 650-2774,,,YellowPages.ca,1,Unknown1032,Unknown1032@gmail.com
Cinnabon,120 Main St Cambridge ON N1R 1V7,Guelph,(519) 622-3188,http://cinnabon.homestead.com/index.html,,YellowPages.ca,1,Unknown1033,Unknown1033@gmail.com
Dvas Custom Cakes & Treats,383 Elgin St N Cambridge ON N1R 8C1,Guelph,(519) 267-3827,http://www.dvascustomcakes.com/,,YellowPages.ca,1,Unknown1034,Unknown1034@gmail.com
Catering by Suzanne,111 Westminster Drive North Cambridge ON N3H 1S1,Guelph,(226) 218-4522,https://cateringbysuzanne.ca/,,YellowPages.ca,1,Unknown1035,Unknown1035@gmail.com
Fresh Bakery,264 Shady Glen Cres Kitchener ON N2R 0J9,Guelph,(519) 578-0326,,,YellowPages.ca,1,Unknown1036,Unknown1036@gmail.com
British Pride Bakery,6-561 Hespeler Rd Cambridge ON N1R 6J4,Guelph,(519) 267-4844,http://www.britishpride.ca/,,YellowPages.ca,1,Unknown1037,Unknown1037@gmail.com
The Cakesmith,561 Hespeler Rd Cambridge ON N1R 6J4,Guelph,(519) 616-4529,,,YellowPages.ca,1,Unknown1038,Unknown1038@gmail.com
COBS Bread,561 Hespeler Road Cambridge ON N1R 6J3,Guelph,(519) 621-4222,https://www.cobsbread.com/pages/bakeries/cambridge-north-bakery,,YellowPages.ca,1,Unknown1039,Unknown1039@gmail.com
Kira's Cookies,100 Chester Dr Cambridge ON N1T 0C8,Guelph,(226) 929-2430,,,YellowPages.ca,1,Unknown1040,Unknown1040@gmail.com
Sweet Dreams Bakery,11A Ainslie St N Cambridge ON N1R 3J3,Guelph,(519) 722-1679,,,YellowPages.ca,1,Unknown1041,Unknown1041@gmail.com
Sweet Molly's British Shop Tea Room & Bakery,4-352 Queen St Acton ON L7J 1R2,Guelph,(519) 853-0100,https://www.facebook.com/SweetMollys/,,YellowPages.ca,1,Unknown1042,Unknown1042@gmail.com
Chocolate Rose,51 Stilecroft Dr Toronto ON M3J 1A6,Guelph,(416) 631-7466,http://www.facebook.com/1600641643596237,,YellowPages.ca,1,Unknown1043,Unknown1043@gmail.com
zara bakery,,Guelph,(226) 899-7239,,,YellowPages.ca,1,Unknown1044,Unknown1044@gmail.com
Lenjo Bakes,132 Ahrens St W Unit B Kitchener ON N2H 4C7,Guelph,(519) 778-4898,,,YellowPages.ca,1,Unknown1045,Unknown1045@gmail.com
Parmalat Bakery Division-Colonial Cookies,135 Otonabee Dr Kitchener ON N2C 1L7,Guelph,(416) 213-5621,,,YellowPages.ca,1,Unknown1046,Unknown1046@gmail.com
Fergies Fine Foods,250 St Andrew St E Fergus ON N1M 1R1,Guelph,(519) 787-7700,http://www.fergies.ca/,,YellowPages.ca,1,Unknown1047,Unknown1047@gmail.com
Jirina's Bakery Wedding Cakes,1-196 Victoria St N Kitchener ON N2H 5C6,Guelph,(519) 570-0790,http://www.jirinasbakery.com/,,YellowPages.ca,1,Unknown1048,Unknown1048@gmail.com
Nova Era Bakery & Pastry,376 King St E Kitchener ON N2G 2L5,Guelph,(519) 578-0513,http://www.novaera.ca/,,YellowPages.ca,1,Unknown1049,Unknown1049@gmail.com
New Dominion Bakery Ltd.,Kitchener ON,Guelph,(519) 745-8995,,,YellowPages.ca,1,Unknown1050,Unknown1050@gmail.com
Gluten Free By Suzie,Kitchener ON,Guelph,(226) 507-0952,,,YellowPages.ca,1,Unknown1051,Unknown1051@gmail.com
COBS Bread,10 Manitou Drive Kitchener ON N2C 2N3,Guelph,(519) 893-1024,https://www.cobsbread.com/pages/bakeries/fairway-plaza-bakery,,YellowPages.ca,1,Unknown1052,Unknown1052@gmail.com
Sugar Daddies Bakery,33 Main St Cambridge ON N1R 1V6,Guelph,(226) 566-9701,,,YellowPages.ca,1,Unknown1053,Unknown1053@gmail.com
Mom?S Bread & Pie,562 King St E Kitchener ON N2G 2M1,Guelph,(548) 288-4307,,,YellowPages.ca,1,Unknown1054,Unknown1054@gmail.com
Dee's Bakery,118 St Andrews St Cambridge ON N1S 1M8,Guelph,(519) 740-0305,http://www.buttertartstodiefor.ca/,,YellowPages.ca,1,Unknown1055,Unknown1055@gmail.com
Sweet Serendipity,477 Lancaster St W Kitchener ON N2K 1L7,Guelph,(647) 627-5593,,,YellowPages.ca,1,Unknown1056,Unknown1056@gmail.com
Weston Bakeries Limited Ontario,560 Victoria N Kit Kitchener ON N2H 2A1,Guelph,(519) 742-4491,http://www.weston.ca/,,YellowPages.ca,1,Unknown1057,Unknown1057@gmail.com
Weston Bakeries Outlet Store,632 Victoria St N Kitchener ON N2H 5G1,Guelph,(519) 742-4214,https://www.facebook.com/pages/Weston-Bakeries-Outlet-Store/257627921247007,,YellowPages.ca,1,Unknown1058,Unknown1058@gmail.com
El Antojo Bakery & Cafe,5-825 Weber St E Kitchener ON N2H 1H5,Guelph,(226) 240-1238,,,YellowPages.ca,1,Unknown1059,Unknown1059@gmail.com
Layers Of Joy,33 Main St Cambridge ON N1R 1V6,Guelph,(519) 721-1339,,,YellowPages.ca,1,Unknown1060,Unknown1060@gmail.com
Canada Bread Company Ltd,100 Sheldon Dr Cambridge ON N1R 7S7,Guelph,(519) 622-4607,,,YellowPages.ca,1,Unknown1061,Unknown1061@gmail.com
RDJ Bakeries,56 Stafford Crt Cambridge ON N1T 1B3,Guelph,(519) 623-4964,,,YellowPages.ca,1,Unknown1062,Unknown1062@gmail.com
Dar's Delights,11004 First Line Campbellville ON L0P 1J0,Guelph,(905) 854-4331,,,YellowPages.ca,1,Unknown1063,Unknown1063@gmail.com
Crazy Candy,5361 Yonge St Toronto ON M2N 5R6,Guelph,(647) 709-9211,https://www.facebook.com/Crazy-candy-812813545452820/,,YellowPages.ca,1,Unknown1064,Unknown1064@gmail.com
Ultimate Truffle,7355 Bayview Avenue Markham ON L3T 5Z2,Guelph,(905) 881-6959,http://www.theultimatetruffle.ca/,,YellowPages.ca,1,Unknown1065,Unknown1065@gmail.com
Leonidas Chocolates,484 Danforth Ave 1st Fl Toronto ON M4K 1P6,Guelph,(416) 462-0008,http://www.facebook.com/180321615342183,,YellowPages.ca,1,Unknown1066,Unknown1066@gmail.com
Baked With Joy,57 Glen Cameron Rd Thornhill ON L3T 1P3,Guelph,(905) 881-8963,http://bakedwithjoy.com/,,YellowPages.ca,1,Unknown1067,Unknown1067@gmail.com
Lk Bonbon,7181 Yonge St Thornhill ON L3T 0C7,Guelph,(647) 764-0573,,,YellowPages.ca,1,Unknown1068,Unknown1068@gmail.com
Concord Confections Inc,519 North Rivermede Rd Thornhill ON,Guelph,(905) 738-9108,,,YellowPages.ca,1,Unknown1069,Unknown1069@gmail.com
Concord Confections Inc,345 Courtland Thornhill ON,Guelph,(905) 660-8989,,,YellowPages.ca,1,Unknown1070,Unknown1070@gmail.com
BonBon Queen ReCocco&Comp,35 Church Ave Toronto ON M5E 1T3,Guelph,(416) 436-0060,,,YellowPages.ca,1,Unknown1071,Unknown1071@gmail.com
Mel Binh,10-238 Wellesley St E Toronto ON M4X 1G2,Guelph,(604) 317-5953,https://www.facebook.com/Mel-Binh-791397830878972/,,YellowPages.ca,1,Unknown1072,Unknown1072@gmail.com
Delish Kitch,6655 Concession 1 Puslinch ON N0B 2J0,Guelph,(519) 654-0203,,,YellowPages.ca,1,Unknown1073,Unknown1073@gmail.com
Ha Docinhos,North York Toronto ON M2N 1P2,Guelph,(647) 529-2660,https://www.facebook.com/hadocinhos/,,YellowPages.ca,1,Unknown1074,Unknown1074@gmail.com
Purdys Chocolatier,"4841 Yonge St,Yonge and Sheppard Centre North York ON M2N 5X2",Guelph,(416) 250-0275,https://www.purdys.com/,,YellowPages.ca,1,Unknown1075,Unknown1075@gmail.com
Uncle John's Candy Shack,635 Mount Pleasant Rd Toronto ON M4S 2M9,Guelph,(416) 789-1133,http://www.facebook.com/177952088919844,,YellowPages.ca,1,Unknown1076,Unknown1076@gmail.com
Aren'T We Sweet,95 Front St E Toronto ON M5E 1C2,Guelph,(416) 850-6132,http://www.arentwesweet.com/,,YellowPages.ca,1,Unknown1077,Unknown1077@gmail.com
Dipped By Kg,245 Davisville Ave Toronto ON M4S 3H4,Guelph,(416) 305-5584,https://www.facebook.com/dippedbykg/,,YellowPages.ca,1,Unknown1078,Unknown1078@gmail.com
Truly Fine Chocolates,20 King St W Toronto ON M5H 1C4,Guelph,(416) 955-0277,,,YellowPages.ca,1,Unknown1079,Unknown1079@gmail.com
Candy Express,1031 McNicoll Ave Toronto ON M1W 3W6,Guelph,(416) 497-0993,http://www.facebook.com/149794801707397,,YellowPages.ca,1,Unknown1080,Unknown1080@gmail.com
The Candy Depot,907 Danforth Ave Toronto ON M4J 1L8,Guelph,(416) 462-2633,http://www.facebook.com/123041101082146,,YellowPages.ca,1,Unknown1081,Unknown1081@gmail.com
Sweet Factory,1800 Sheppard Ave E North York ON M2J 5A7,Guelph,(416) 497-0663,http://www.facebook.com/225488501149699,,YellowPages.ca,1,Unknown1082,Unknown1082@gmail.com
Imagination Chariot Candy Factory,54 Wheeler Ave Toronto ON M4L 3V2,Guelph,(416) 698-6142,http://www.facebook.com/1062908023772780,,YellowPages.ca,1,Unknown1083,Unknown1083@gmail.com
BlackCat Candy Distribution,391 Steelcase Rd W Markham ON L3R 3V9,Guelph,(877) 252-5228,http://www.facebook.com/7379,,YellowPages.ca,1,Unknown1084,Unknown1084@gmail.com
British Bakery & Cafe,7-900 Jamieson Pky Cambridge ON N3C 4N6,Guelph,(519) 651-2700,,,YellowPages.ca,1,Unknown1085,Unknown1085@gmail.com
Cakes Cuppies & Other Confections,16 Sacha Rd Cambridge ON N3C 4A1,Guelph,(519) 807-7456,,,YellowPages.ca,1,Unknown1086,Unknown1086@gmail.com
Good Fellows Field To Work,155 Main St S Guelph-Eramosa ON N0B 2K0,Guelph,(519) 856-9000,,,YellowPages.ca,1,Unknown1087,Unknown1087@gmail.com
"Thatcher Farms Butcher Shop, Bakery And Farm Mar ket",5727 5Th Line Rr 1 Rockwood ON N0B 2K0,Guelph,(519) 856-4073,,,YellowPages.ca,1,Unknown1088,Unknown1088@gmail.com
University Square Bakery Deli,11-987 Gordon St Guelph ON N1G 4W3,Guelph,(519) 822-4363,http://universitysquarebakerydeli.ca/,,YellowPages.ca,1,Unknown1089,Unknown1089@gmail.com
Polestar Hearth Bakery,535 Woolwich St Guelph ON N1H 3X9,Guelph,(519) 265-4300,,,YellowPages.ca,1,Unknown1090,Unknown1090@gmail.com
Strom's Farm,5089 Wellington Rd 32 Guelph ON N1H 6J4,Guelph,(519) 822-1070,http://www.strom.ca/,,YellowPages.ca,1,Unknown1091,Unknown1091@gmail.com
Arctic Delights,16 Ingram Dr Guelph ON N1E 0A9,Guelph,(226) 203-6275,http://www.facebook.com/3145,,YellowPages.ca,1,Unknown1092,Unknown1092@gmail.com
National Bakery,23 Gordon St Guelph ON N1H 4G9,Guelph,(519) 822-3256,http://www.facebook.com/6764,,YellowPages.ca,1,Unknown1093,Unknown1093@gmail.com
Wellington Cakes,9 Douglas St Guelph ON N1H 2S7,Guelph,(519) 836-5088,http://wellingtoncakes.ca/,,YellowPages.ca,1,Unknown1094,Unknown1094@gmail.com
Vege-Hut,109-355 Elmira Rd N Guelph ON N1K 1H3,Guelph,(519) 837-2334,http://vegehutbakeryguelph.com/,,YellowPages.ca,1,Unknown1095,Unknown1095@gmail.com
D Decadently Yours,119 Surrey St E Guelph ON N1H 3P7,Guelph,(519) 265-5314,http://www.decadentlyyours.ca/,,YellowPages.ca,1,Unknown1096,Unknown1096@gmail.com
Buns Master Bakery,256 Silvercreek Pky N Guelph ON N1H 1E7,Guelph,(519) 821-0582,http://www.members.guelphdirect.info/,,YellowPages.ca,1,Unknown1097,Unknown1097@gmail.com
The Sweetest Things,959 Kingston Rd Toronto ON M4E 1S8,Guelph,(416) 690-4438,https://the-sweetest-things.ca/,,YellowPages.ca,1,Unknown1098,Unknown1098@gmail.com
Clintwood Housing Co-Op,1974 Victoria Park Ave North York ON M1R 1T9,Guelph,(416) 510-1447,,,YellowPages.ca,1,Unknown1099,Unknown1099@gmail.com
Munchee's Variety,171 King St E Hamilton ON L8N 1B3,Guelph,(905) 906-5267,https://www.facebook.com/Munchees-Variety-580778705284812/,,YellowPages.ca,1,Unknown1100,Unknown1100@gmail.com
Laura Secord,5111 New St Burlington ON L7L 1V2,Guelph,(905) 639-0454,http://www.laurasecord.ca/,,YellowPages.ca,1,Unknown1101,Unknown1101@gmail.com
Centrum Innovations,Oakville ON,Guelph,(905) 464-6663,,,YellowPages.ca,1,Unknown1102,Unknown1102@gmail.com
Wimpy's Diner,480 Hespeler Rd Cambridge ON N1R 7R9,Guelph,(519) 621-0530,http://wimpysdiner.ca/,,YellowPages.ca,1,Unknown1103,Unknown1103@gmail.com
Mrs Vanelli's,355 Hespeler Rd Cambridge ON N1R 6B3,Guelph,(519) 622-4386,,,YellowPages.ca,1,Unknown1104,Unknown1104@gmail.com
Jimmy The Greek,355 Hespeler Rd Cambridge ON N1R 6B3,Guelph,(519) 624-2441,http://jimmythegreek.com/,,YellowPages.ca,1,Unknown1105,Unknown1105@gmail.com
Fast Eddie's,1055 Elgin St N Cambridge ON N1R 8J4,Guelph,(519) 623-7332,http://fasteddieracewear.com/,,YellowPages.ca,1,Unknown1106,Unknown1106@gmail.com
The Gators Tail,1-970 Franklin Blvd Cambridge ON N1R 8R3,Guelph,(519) 620-9800,http://www.thegatorstail.com/,,YellowPages.ca,1,Unknown1107,Unknown1107@gmail.com
Smokin' Tony's BBQ,471 Hespeler Rd Peterborough ON,Guelph,(226) 318-0809,,,YellowPages.ca,1,Unknown1108,Unknown1108@gmail.com
Mozy's Shawarma,471 Hespeler Rd Cambridge ON N1R 6J2,Guelph,(519) 624-0471,http://www.mozys.ca/,,YellowPages.ca,1,Unknown1109,Unknown1109@gmail.com
Restaurant Dessert,480 Hespeler Rd Cambridge ON N1R 7R9,Guelph,(519) 623-3000,,,YellowPages.ca,1,Unknown1110,Unknown1110@gmail.com
Milestones,510 Hespeler Rd Cambridge ON N1R 6J7,Guelph,(519) 622-6446,http://www.milestonesrestaurants.com/,,YellowPages.ca,1,Unknown1111,Unknown1111@gmail.com
Quizno's Sub,580 Hespeler Rd Cambridge ON N1R 6J8,Guelph,(519) 621-8331,,,YellowPages.ca,1,Unknown1112,Unknown1112@gmail.com
Vsat Canada Inc,506 Hespeler Rd Cambridge ON N1R 6J7,Guelph,(519) 740-7888,https://order.swisschalet.com?store=1780,,YellowPages.ca,1,Unknown1113,Unknown1113@gmail.com
Royal Indian Buffet,525 Hespeler Rd Cambridge ON N1R 6J2,Guelph,(519) 740-4949,,,YellowPages.ca,1,Unknown1114,Unknown1114@gmail.com
Burrito Boyz,A2 534 Hespeler Rd Cambridge ON N1R 6J7,Guelph,(519) 622-2699,,,YellowPages.ca,1,Unknown1115,Unknown1115@gmail.com
